  Ref #,Carrier,Service Level,Tracking #,Status,Ship Date,Location,To ID,To Company,Discounted Cost,Published Cost,Marked Up Cost,Payment Type,Shipment Type,Delivery Status,Last Updated By,Last Updated Date,Comments
900,FedEx,FedEx 2 Day A.M.,794628028807,shipped,2025-12-01 12:04:04,NA Spare Parts,Unknown,ADAMS CO.,237.29,237.29,248.29,sender,Outbound,shipped,Pritesh Shah,2025-12-01 22:35:06,0
9001-2,FedEx,FedEx International Economy,794628027031,shipped,2025-12-01 22:25:41,NA Spare Parts,AID672847499,Deutsches Museum,458.26,458.26,0.0,sender,Outbound,shipped,Bhavana Musuluri,2025-12-01 22:26:34,0
Test,FedEx,FedEx 2 Day,794628479588,shipped,2025-12-03 19:08:49,NA Spare Parts,Unknown,7 Dover Dr,151.14,151.14,0.0,sender,Outbound,shipped,Piyovi Dev,2025-12-03 19:09:04,0
903,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,canceled,2025-12-15 11:27:47,NA Spare Parts,Unknown,Test,58.69,113.53,70.43,sender,Outbound,canceled,Pritesh Shah,2025-12-15 21:58:22,0
902,UPS,UPS Worldwide Saver,1ZXXXXXXXXXXXXXXXX,shipped,2025-12-01 11:46:05,NA Spare Parts,AID672847499,Deutsches Museum,523.2,528.48,0.0,sender,Outbound,shipped,Pritesh Shah,2025-12-01 22:17:01,0
901,SAIA,Standard,999999999993,shipped,2025-12-01 11:53:14,NA Spare Parts,Unknown,Paccable Corp.,739.85,7099.75,829.85,sender,Outbound,shipped,Pritesh Shah,2025-12-01 22:24:06,0
900,FedEx,FedEx Priority Overnight,794628024135,shipped,2025-12-01 11:41:05,NA Spare Parts,Unknown,ADAMS CO.,433.61,433.61,0.0,sender,Outbound,shipped,Pritesh Shah,2025-12-01 22:13:33,0
9003,UPS,UPS Ground,Unknown,draft,2025-12-01 10:47:16,NA Spare Parts,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pritesh Shah,2025-12-01 21:17:22,0
9002,UPS,UPS Worldwide Saver,Unknown,draft,2025-12-01 10:47:03,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,pending,Pritesh Shah,2025-12-01 21:17:04,0
9001,SAIA,Standard,Unknown,draft,2025-12-01 10:46:36,NA Spare Parts,Unknown,Paccable Corp.,0.0,0.0,0.0,sender,Outbound,pending,Pritesh Shah,2025-12-01 21:16:44,0
9000,FedEx,FedEx 2 Day A.M.,794628019581,shipped,2025-12-01 11:16:36,NA Spare Parts,Unknown,ADAMS CO.,237.29,237.29,248.29,sender,Outbound,shipped,Pritesh Shah,2025-12-01 21:52:06,0
9012,Midland Freight,LTL Standard,Unknown,draft,2025-12-01 10:48:25,CloudLeap Canada,105900,Shipping Department,0.0,0.0,0.0,sender,Outbound,pending,Pritesh Shah,2025-12-01 21:18:28,0
9011,Canada Post,Expedited Parcel,Unknown,draft,2025-12-01 10:48:02,CloudLeap Canada,105900,Canada Place,0.0,0.0,0.0,sender,Outbound,pending,Pritesh Shah,2025-12-01 21:18:09,0
9010,Purolator,Purolator Ground 10:30AM,400005888435,shipped,2025-12-01 11:25:52,CloudLeap Canada,105900,Canada Place,149.47,149.47,0.0,sender,Outbound,shipped,Pritesh Shah,2025-12-01 21:56:10,0
80000786,FedEx,FedEx Priority Overnight,794627982813,canceled,2025-12-01 19:40:51,NA Spare Parts,Unknown,ABC Customer,530.7,530.7,0.0,sender,Outbound,canceled,Bhavana Musuluri,2025-12-01 19:48:08,0
80000786,FedEx,Fedex Ground,794627977744,canceled,2025-12-01 19:21:43,NA Spare Parts,224491,ABC Customer,43.96,43.96,0.0,sender,Outbound,canceled,Bhavana Musuluri,2025-12-01 19:22:32,0
80000786,FedEx,FedEx Priority Overnight,794627965317,canceled,2025-12-01 18:31:07,NA Spare Parts,224491,ABC Customer,427.89,427.89,0.0,sender,Outbound,canceled,Bhavana Musuluri,2025-12-01 18:31:44,0
80000786,FedEx,FedEx Priority Overnight,794627964446,canceled,2025-12-01 18:26:08,NA Spare Parts,224491,ABC Customer,468.23,468.23,0.0,sender,Outbound,canceled,Bhavana Musuluri,2025-12-01 18:27:27,0
104-1,Unknown,Unknown,Unknown,draft,2025-11-26 12:53:15,Unknown,105900,Paccable Corp.,0.0,0.0,0.0,sender,Outbound,pending,Unknown User,2025-11-26 23:23:15,0
105,UPS,UPS Worldwide Saver,Unknown,draft,2025-11-26 11:57:47,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,pending,Logan Sappington,2025-11-26 22:27:52,0
104,SAIA,Guaranteed by 5 PM,999999999993,shipped,2025-11-26 12:20:34,NA Spare Parts,105900,Paccable Corp.,864.94,7224.84,954.94,sender,Outbound,shipped,Logan Sappington,2025-11-26 22:52:41,0
76-1,Unknown,Unknown,Unknown,draft,2025-11-25 11:30:37,Unknown,105900,Paccable Corp.,0.0,0.0,0.0,sender,Outbound,pending,Unknown User,2025-11-25 22:00:36,0
100,UPS,UPS Worldwide Saver,Unknown,draft,2025-11-25 10:08:23,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,pending,Logan Sappington,2025-11-25 20:38:28,0
76,SAIA,Guaranteed by 5 PM,999999999993,shipped,2025-11-25 09:54:22,NA Spare Parts,105900,Paccable Corp.,1227.78,11239.52,1317.78,sender,Outbound,shipped,Logan Sappington,2025-11-25 20:36:22,0
EUR-INTL-902-1,Unknown,Unknown,Unknown,draft,2025-11-25 07:51:14,Unknown,DHL13,Brampton Company,0.0,0.0,0.0,sender,Inbound,pending,Unknown User,2025-11-25 18:21:14,0
EUR-DOM-901-1,Unknown,Unknown,Unknown,draft,2025-11-25 07:51:08,Unknown,105900,Shipping Department,0.0,0.0,0.0,sender,Outbound,pending,Unknown User,2025-11-25 18:21:08,0
920,FedEx,FEDEX PRIORITY(EU),794956901814,shipped,2025-11-25 17:56:46,NL Spare Parts ,105900,Shipping Department,62.23,62.23,0.0,sender,Outbound,shipped,Pritesh Shah,2025-11-25 19:02:44,0
921,FedEx,FedEx International Economy,Unknown,draft,2025-11-25 17:57:10,NL Spare Parts ,DHL13,Brampton Company,0.0,0.0,0.0,sender,Inbound,pending,Pritesh Shah,2025-11-25 18:22:56,0
3452346-1-1,FedEx,FedEx International Economy,794956862537,shipped,2025-11-25 17:55:14,NL Spare Parts ,DHL13,Brampton Company,565.65,565.65,0.0,sender,Inbound,shipped,Piyovi Dev,2025-11-25 17:55:40,0
EUR-INTL,FedEx,FedEx International Priority Express,Unknown,draft,2025-11-25 17:52:20,NL Spare Parts ,Unknown,Shipping Department,0.0,0.0,0.0,sender,Outbound,pending,Piyovi Dev,2025-11-25 17:53:15,0
EUR-DOM,FedEx,FEDEX PRIORITY(EU),794956840933,shipped,2025-11-25 17:42:25,NL Spare Parts ,Unknown,Shipping Department,62.23,62.23,0.0,sender,Outbound,shipped,Piyovi Dev,2025-11-25 17:43:39,0
911,Purolator,Purolator Ground 10:30AM,Unknown,draft,2025-11-25 07:05:35,CloudLeap Canada,105900,Canada Place,0.0,0.0,0.0,sender,Outbound,pending,Pritesh Shah,2025-11-25 17:36:14,0
910,Canada Post,Expedited Parcel,Unknown,draft,2025-11-25 07:06:29,CloudLeap Canada,105900,Canada Place,0.0,0.0,0.0,sender,Outbound,pending,Pritesh Shah,2025-11-25 17:36:37,0
903,UPS,UPS Ground,Unknown,draft,2025-11-25 07:05:21,NA Spare Parts,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pritesh Shah,2025-11-25 17:35:26,0
902,UPS,UPS Worldwide Saver,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-25 08:33:30,NA Spare Parts,AID672847499,Deutsches Museum,523.2,528.48,0.0,sender,Outbound,shipped,Pritesh Shah,2025-11-25 19:03:50,0
901,SAIA,Guaranteed by 5 PM,999999999993,shipped,2025-11-25 08:30:17,NA Spare Parts,Unknown,Paccable Corp.,867.29,7227.19,957.29,sender,Outbound,shipped,Pritesh Shah,2025-11-25 19:01:20,0
900,FedEx,FedEx Standard Overnight,794626425026,shipped,2025-11-25 08:26:54,NA Spare Parts,Unknown,ADAMS CO.,373.0,373.0,0.0,sender,Outbound,shipped,Pritesh Shah,2025-11-25 18:58:23,0
88,SAIA,Guaranteed by 5 PM,Unknown,draft,2025-11-24 10:30:00,NA Spare Parts,105900,Paccable Corp.,0.0,0.0,0.0,sender,Outbound,pending,Logan Sappington,2025-11-24 21:00:07,0
905,CloudLeap Truck,Standard,Unknown,draft,2025-11-24 05:45:20,NA Spare Parts,AID752821231,Knightriders,0.0,0.0,0.0,sender,Outbound,pending,Pritesh Shah,2025-11-24 16:15:38,0
903,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-24 10:35:45,NA Spare Parts,Unknown,Test,59.15,114.0,65.15,sender,Outbound,shipped,Pritesh Shah,2025-11-24 21:06:23,0
902,UPS,UPS Worldwide Saver,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-24 10:32:50,NA Spare Parts,AID672847499,Deutsches Museum,523.2,528.48,0.0,sender,Outbound,shipped,Pritesh Shah,2025-11-24 21:03:13,0
901,SAIA,Standard,999999999993,shipped,2025-11-24 10:27:05,NA Spare Parts,Unknown,Paccable Corp.,741.74,7101.64,831.74,sender,Outbound,shipped,Pritesh Shah,2025-11-24 21:00:10,0
900,FedEx,FedEx 2 Day A.M.,794626270582,shipped,2025-11-24 10:16:17,NA Spare Parts,Unknown,ADAMS CO.,237.29,237.29,248.29,sender,Outbound,shipped,Pritesh Shah,2025-11-24 20:49:52,0
50,UPS,UPS 2nd Day Air,Unknown,draft,2025-11-21 10:02:37,NA Spare Parts,Unknown,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-11-21 20:53:02,0
53,UPS,UPS Ground,Unknown,draft,2025-11-21 09:59:55,NA Spare Parts,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-11-21 20:30:04,0
52,UPS,UPS Worldwide Saver,Unknown,draft,2025-11-21 09:59:33,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-11-21 20:29:43,0
51,SAIA,Guaranteed by 5 PM,Unknown,draft,2025-11-21 09:59:15,NA Spare Parts,105900,Paccable Corp.,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-11-21 20:29:25,0
50,UPS,UPS 2nd Day Air,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-21 10:02:09,NA Spare Parts,Unknown,ADAMS CO.,208.85,215.76,214.85,sender,Outbound,shipped,Pranav Kode,2025-11-21 20:32:16,0
900-19,Unknown,Unknown,Unknown,draft,2025-11-21 09:57:22,Unknown,Unknown,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,pending,Unknown User,2025-11-21 20:27:23,0
123456,UPS,UPS 2nd Day Air,Unknown,draft,2025-11-21 15:29:39,NA Spare Parts,Unknown,7 Dover Rd,0.0,0.0,0.0,sender,Outbound,pending,Bhavana Musuluri,2025-11-21 15:48:25,0
Unknown,Unknown,Unknown,Unknown,canceled,2025-11-20 10:43:40,NA Spare Parts,Unknown,Unknown,0.0,0.0,0.0,sender,Outbound,pending,Bhavana Musuluri,2025-11-20 21:13:47,0
34,UPS,UPS Worldwide Saver,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-21 10:51:05,NA Spare Parts,AID672847499,Deutsches Museum,518.01,523.24,0.0,sender,Outbound,shipped,Logan Sappington,2025-11-21 21:21:38,0
35,SAIA,Guaranteed by 5 PM,999999999993,shipped,2025-11-21 10:42:21,NA Spare Parts,105900,Paccable Corp.,867.29,7227.19,957.29,sender,Outbound,shipped,Logan Sappington,2025-11-21 21:13:33,0
32,UPS,UPS 2nd Day Air,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-21 10:47:57,NA Spare Parts,Unknown,ADAMS CO.,319.16,327.18,325.16,sender,Outbound,shipped,Logan Sappington,2025-11-21 21:18:46,0
30,UPS,UPS 2nd Day Air,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-20 10:33:03,NA Spare Parts,Unknown,ADAMS CO.,319.16,327.18,325.16,sender,Outbound,shipped,Logan Sappington,2025-11-20 21:03:45,0
500,UPS,UPS Worldwide Saver,Unknown,draft,2025-11-20 10:30:33,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,pending,Logan Sappington,2025-11-20 21:00:48,0
900,UPS,UPS 2nd Day Air,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-20 10:31:03,NA Spare Parts,Unknown,ADAMS CO.,208.85,215.76,214.85,sender,Outbound,shipped,Pranav Kode,2025-11-20 21:01:50,0
90,SAIA,Guaranteed by 5 PM,Unknown,draft,2025-11-20 10:24:21,NA Spare Parts,105900,Paccable Corp.,0.0,0.0,0.0,sender,Outbound,pending,Logan Sappington,2025-11-20 20:54:30,0
21,SAIA,Guaranteed by 5 PM,999999999993,shipped,2025-11-20 10:20:23,NA Spare Parts,105900,Paccable Corp.,867.29,7227.19,957.29,sender,Outbound,shipped,Logan Sappington,2025-11-20 20:51:26,0
31,SAIA,Guaranteed by 5 PM,999999999993,shipped,2025-11-20 10:18:28,NA Spare Parts,105900,Paccable Corp.,867.29,7227.19,957.29,sender,Outbound,shipped,Logan Sappington,2025-11-20 20:49:07,0
902,UPS,UPS Worldwide Saver,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-20 10:28:03,NA Spare Parts,AID672847499,Deutsches Museum,518.01,523.24,0.0,sender,Outbound,shipped,Logan Sappington,2025-11-20 20:59:48,0
903,UPS,UPS Ground,Unknown,draft,2025-11-20 08:46:30,NA Spare Parts,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-11-20 19:16:37,0
901,SAIA,Guaranteed by 5 PM,999999999993,canceled,2025-11-20 09:53:42,NA Spare Parts,105900,Paccable Corp.,867.29,7227.19,957.29,sender,Outbound,canceled,Logan Sappington,2025-11-20 20:30:12,0
903,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-19 11:21:13,NA Spare Parts,Unknown,Test,59.15,114.0,65.15,sender,Outbound,shipped,Pritesh Shah,2025-11-19 21:51:54,0
902,UPS,UPS Worldwide Saver,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-19 11:19:47,NA Spare Parts,AID672847499,Deutsches Museum,518.01,523.24,0.0,sender,Outbound,shipped,Pritesh Shah,2025-11-19 21:50:09,0
901,SAIA,Guaranteed by 5 PM,999999999993,shipped,2025-11-19 11:17:50,NA Spare Parts,105900,Paccable Corp.,867.29,7227.19,957.29,sender,Outbound,shipped,Pritesh Shah,2025-11-19 21:48:49,0
900,FedEx,FedEx Standard Overnight,794625260953,shipped,2025-11-19 11:14:01,NA Spare Parts,Unknown,ADAMS CO.,370.8,370.8,0.0,sender,Outbound,shipped,Pritesh Shah,2025-11-19 21:45:49,0
7070-4-1-1,Unknown,Unknown,Unknown,draft,2025-11-18 12:00:15,Unknown,Unknown,Wall Street Ferry Pier 11,0.0,0.0,0.0,sender,Outbound,pending,Unknown User,2025-11-18 12:00:18,0
ShailaOriginal-P2,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-17 16:01:55,NA Spare Parts,85614,"BATES FARM, HOME & GARDEN INC",31.01,31.32,37.01,sender,Outbound,shipped,Bhavana Musuluri,2025-11-17 16:02:08,0
ShailaOriginal-P1,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-17 15:58:54,NA Spare Parts,85614,"BATES FARM, HOME & GARDEN INC",31.78,32.1,37.78,sender,Outbound,shipped,Bhavana Musuluri,2025-11-17 15:59:10,0
ShailaOriginal,UPS,UPS Ground,Unknown,draft,2025-11-17 16:02:24,NA Spare Parts,85614,"BATES FARM, HOME & GARDEN INC",0.0,0.0,0.0,sender,Outbound,pending,Bhavana Musuluri,2025-11-17 16:04:10,0
SplitOriginal-P1,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-17 15:56:27,NA Spare Parts,43096,AG SPECIALISTS INC KIM ALVAREZ,27.65,27.93,33.65,sender,Outbound,shipped,Bhavana Musuluri,2025-11-17 15:57:22,0
SplitOriginal,UPS,UPS Ground,Unknown,draft,2025-11-17 15:56:27,NA Spare Parts,43096,AG SPECIALISTS INC KIM ALVAREZ,0.0,0.0,0.0,sender,Outbound,pending,Bhavana Musuluri,2025-11-17 15:57:17,0
903SplitOrig-P1,UPS,UPS Ground,Unknown,draft,2025-11-17 15:55:34,NA Spare Parts,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Bhavana Musuluri,2025-11-17 15:56:21,0
902,UPS,UPS Worldwide Saver,Unknown,draft,2025-11-13 14:01:16,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,pending,Pritesh Shah,2025-11-14 00:31:20,0
901,SAIA,Standard,Unknown,draft,2025-11-13 14:00:45,NA Spare Parts,105900,Paccable Corp.,0.0,0.0,0.0,sender,Outbound,pending,Pritesh Shah,2025-11-14 00:30:47,0
900,FedEx,FedEx Express Saver,Unknown,draft,2025-11-13 14:00:27,NA Spare Parts,Unknown,ADAMS CO.,0.0,0.0,0.0,sender,Outbound,pending,Pritesh Shah,2025-11-14 00:30:30,0
15,UPS,UPS Ground,Unknown,draft,2025-11-20 10:45:53,NA Spare Parts,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-11-20 21:16:12,0
902,UPS,UPS Worldwide Saver,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-13 11:39:35,NA Spare Parts,AID672847499,Deutsches Museum,518.01,523.24,0.0,sender,Outbound,shipped,Pritesh Shah,2025-11-13 22:10:42,0
901,SAIA,Standard,999999999993,shipped,2025-11-13 11:33:02,NA Spare Parts,105900,Paccable Corp.,739.85,7099.75,829.85,sender,Outbound,shipped,Pritesh Shah,2025-11-13 22:05:59,0
900,FedEx,FedEx Express Saver,794624035722,shipped,2025-11-13 11:24:51,NA Spare Parts,Unknown,ADAMS CO.,164.73,164.73,0.0,sender,Outbound,shipped,Pritesh Shah,2025-11-13 21:57:55,0
54,CloudLeap Truck,Standard,Unknown,draft,2025-12-02 12:45:40,NA Spare Parts,AID672847499,300 Civic Centre Plaza,0.0,0.0,0.0,sender,Outbound,pending,Pranav Kode,2025-12-02 23:15:48,0
52,UPS,UPS Worldwide Saver,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-13 13:28:28,NA Spare Parts,AID672847499,Deutsches Museum,518.01,523.24,0.0,sender,Outbound,shipped,Pritesh Shah,2025-11-13 23:59:42,0
51,SAIA,Standard,999999999993,shipped,2025-11-13 13:25:43,NA Spare Parts,105900,Paccable Corp.,739.85,7099.75,829.85,sender,Outbound,shipped,Pritesh Shah,2025-11-13 23:56:34,0
50,FedEx,FedEx Priority Overnight,794624042595,shipped,2025-11-13 13:21:37,NA Spare Parts,Unknown,ADAMS CO.,380.11,380.11,386.11,sender,Outbound,shipped,Pritesh Shah,2025-11-13 23:53:10,0
83,SAIA,Standard,999999999993,shipped,2025-11-13 07:42:31,NA Spare Parts,100200,Surf Assembly,295.39,3904.71,385.39,sender,Outbound,shipped,Pranav Kode,2025-11-13 18:13:58,0
53,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-13 13:30:22,NA Spare Parts,Unknown,Test,58.92,113.77,64.92,sender,Outbound,shipped,Pritesh Shah,2025-11-14 00:01:42,0
64,CloudLeap Truck,Standard,100000,shipped,2025-11-12 14:27:11,NA Spare Parts,AID672847499,300 Civic Centre Plaza,0.0,0.0,0.0,sender,Outbound,shipped,Pranav Kode,2025-11-13 00:59:54,0
60,FedEx,FedEx 2 Day,794623875239,shipped,2025-11-12 14:13:54,NA Spare Parts,Unknown,ADAMS CO.,133.91,133.91,144.91,sender,Outbound,shipped,Pranav Kode,2025-11-13 00:46:59,0
54,CloudLeap Truck,Standard,10000,shipped,2025-11-12 13:32:11,NA Spare Parts,Unknown,300 Civic Centre Plaza,0.0,0.0,0.0,sender,Outbound,shipped,Pranav Kode,2025-11-13 00:04:40,0
52,UPS,UPS Worldwide Saver,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-12 13:28:11,NA Spare Parts,AID672847499,Deutsches Museum,518.01,523.24,0.0,sender,Outbound,shipped,Pranav Kode,2025-11-13 00:01:05,0
51,SAIA,Standard,999999999993,shipped,2025-11-12 13:21:27,NA Spare Parts,105900,Paccable Corp.,739.85,7099.75,829.85,sender,Outbound,shipped,Pranav Kode,2025-11-12 23:52:40,0
50,FedEx,FedEx 2 Day,794623866782,shipped,2025-11-12 13:15:42,NA Spare Parts,Unknown,ADAMS CO.,194.95,194.95,205.95,sender,Outbound,shipped,Pranav Kode,2025-11-12 23:47:27,0
900-18,FedEx,FedEx 2 Day,794623859416,shipped,2025-11-12 12:17:32,NA Spare Parts,Unknown,ADAMS CO.,194.95,194.95,205.95,sender,Outbound,shipped,Pranav Kode,2025-11-12 22:50:39,0
Test-2,CloudLeap Truck,Standard,1000,shipped,2025-11-12 12:35:20,NA Spare Parts,AID672847499,300 Civic Centre Plaza,0.0,0.0,0.0,sender,Outbound,shipped,Pranav Kode,2025-11-12 23:06:46,0
903-24,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-12 11:05:54,NA Spare Parts,Unknown,Test,58.92,113.77,64.92,sender,Outbound,shipped,Pranav Kode,2025-11-12 21:36:47,0
62,UPS,UPS Worldwide Saver,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-12 14:25:35,NA Spare Parts,AID672847499,Deutsches Museum,518.01,523.24,0.0,sender,Outbound,shipped,Pranav Kode,2025-11-13 00:56:11,0
61,SAIA,Standard,999999999993,shipped,2025-11-12 14:18:14,NA Spare Parts,105900,Paccable Corp.,739.85,7099.75,829.85,sender,Outbound,shipped,Pranav Kode,2025-11-13 00:50:26,0
900-15,FedEx,FedEx 2 Day,794623849974,shipped,2025-11-12 10:55:07,NA Spare Parts,Unknown,ADAMS CO.,198.5,198.5,209.5,sender,Outbound,shipped,Pranav Kode,2025-11-12 21:26:34,0
901-9,SAIA,Standard,999999999993,shipped,2025-11-12 12:23:36,NA Spare Parts,105900,Paccable Corp.,739.85,7099.75,829.85,sender,Outbound,shipped,Pranav Kode,2025-11-12 22:55:06,0
902-20,UPS,UPS Worldwide Saver,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-12 12:26:20,NA Spare Parts,AID672847499,Deutsches Museum,518.01,523.24,0.0,sender,Outbound,shipped,Pranav Kode,2025-11-12 22:57:14,0
903,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-07 10:57:49,NA Spare Parts,Unknown,Test,58.69,113.53,64.69,sender,Outbound,shipped,Pritesh Shah,2025-11-07 21:28:49,0
9900,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-07 20:34:31,NA Spare Parts,Unknown,Test,58.69,113.53,64.69,sender,Outbound,shipped,Pritesh Shah,2025-11-07 20:53:07,0
903-23,Unknown,Unknown,Unknown,draft,2025-11-07 10:00:32,Unknown,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Unknown User,2025-11-07 20:30:33,0
902,UPS,UPS Worldwide Saver,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-07 10:53:20,NA Spare Parts,AID672847499,Deutsches Museum,514.89,520.09,0.0,sender,Outbound,shipped,Pritesh Shah,2025-11-07 21:25:19,0
901,SAIA,Standard,999999999993,shipped,2025-11-07 10:51:04,NA Spare Parts,105900,Paccable Corp.,737.96,7097.86,827.96,sender,Outbound,shipped,Pritesh Shah,2025-11-07 21:22:48,0
900,FedEx,FedEx 2 Day,794622971230,shipped,2025-11-07 10:46:34,NA Spare Parts,Unknown,ADAMS CO.,198.5,198.5,209.5,sender,Outbound,shipped,Pritesh Shah,2025-11-07 21:18:46,0
903SplitOrig,UPS,UPS Ground,Unknown,draft,2025-11-17 15:55:34,NA Spare Parts,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Bhavana Musuluri,2025-11-17 15:56:17,0
902,UPS,UPS Worldwide Saver,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-07 10:19:12,NA Spare Parts,AID672847499,Deutsches Museum,514.89,520.09,0.0,sender,Outbound,shipped,Pritesh Shah,2025-11-07 20:49:38,0
901,SAIA,Standard,999999999993,shipped,2025-11-07 10:14:04,NA Spare Parts,105900,Paccable Corp.,737.96,7097.86,827.96,sender,Outbound,shipped,Pritesh Shah,2025-11-07 20:48:21,0
900,FedEx,FedEx 2 Day,794622968818,shipped,2025-11-07 10:03:00,NA Spare Parts,Unknown,ADAMS CO.,198.5,198.5,209.5,sender,Outbound,shipped,Pritesh Shah,2025-11-07 20:38:34,0
903-22,UPS,UPS Ground,Unknown,draft,2025-11-07 09:54:14,NA Spare Parts,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pritesh Shah,2025-11-07 20:24:43,0
906,Midland Freight,LTL Standard,51041624,shipped,2025-11-07 08:54:25,CloudLeap Canada,105900,Shipping Department,321.98,321.98,411.98,sender,Outbound,shipped,Pritesh Shah,2025-11-07 19:25:17,0
903,UPS,UPS Ground,Unknown,draft,2025-11-07 09:43:59,NA Spare Parts,Unknown,Test,0.0,0.0,0.0,sender,Outbound,pending,Pritesh Shah,2025-11-07 20:23:47,0
902,UPS,UPS Worldwide Saver,Unknown,draft,2025-11-07 08:24:59,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Outbound,pending,Pritesh Shah,2025-11-07 18:55:05,0
901,SAIA,Standard,999999999993,shipped,2025-11-07 08:56:53,NA Spare Parts,105900,Paccable Corp.,737.96,7097.86,827.96,sender,Outbound,shipped,Pritesh Shah,2025-11-07 19:28:27,0
900,FedEx,FedEx Standard Overnight,794622961342,shipped,2025-11-07 08:43:31,NA Spare Parts,Unknown,ADAMS CO.,368.47,368.47,0.0,sender,Outbound,shipped,Pritesh Shah,2025-11-07 19:15:58,0
UPSWE-1-1,UPS,UPS WE Standard,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-07 17:48:54,NA Spare Parts,Unknown,120 Hallowell Rd,69.43,70.13,0.0,sender,Outbound,shipped,Piyovi Dev,2025-11-07 17:52:07,0
UPSWE-1,UPS,UPS WE Standard,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-07 17:45:03,NA Spare Parts,Unknown,120 Hallowell Rd,69.73,70.43,0.0,sender,Outbound,shipped,Piyovi Dev,2025-11-07 17:45:28,0
903,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-06 13:00:01,NA Spare Parts,Unknown,Test,58.69,113.53,64.69,sender,Outbound,shipped,Pritesh Shah,2025-11-06 23:30:22,0
902,UPS,UPS Worldwide Saver,1ZXXXXXXXXXXXXXXXX,shipped,2025-11-06 12:58:35,NA Spare Parts,AID672847499,Deutsches Museum,514.89,520.09,0.0,sender,Outbound,shipped,Pritesh Shah,2025-11-06 23:29:33,0
901,SAIA,Standard,999999999993,shipped,2025-11-06 12:57:23,NA Spare Parts,105900,Paccable Corp.,737.96,7097.86,827.96,sender,Outbound,shipped,Pritesh Shah,2025-11-06 23:28:08,0
900,FedEx,FedEx Standard Overnight,794622782930,shipped,2025-11-06 12:53:39,NA Spare Parts,Unknown,ADAMS CO.,368.47,368.47,0.0,sender,Outbound,shipped,Pritesh Shah,2025-11-06 23:24:53,0
